DATE,TIME,MODEL_CODE,S/N,TOLERANCE,VOLTAGE_MIDDLE,WATTAGE_MIDDLE,AMPERAGE_MIDDLE,CLOSED_PRESSURE
2025/09/26,16:03:45,60CAT0212P,250900342,5,10.6670025 > 10.32 < 9.6510975,24.5725725 > 23.78 < 22.232327499999997,3.2780522249999997 > 3.1685 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,16:05:47,60CAT0212P,250900343,5,10.6670025 > 10.27 < 9.6510975,24.5725725 > 23.59 < 22.232327499999997,3.2780522249999997 > 3.1834 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,16:08:00,60CAT0212P,250900344,5,10.6670025 > 10.59 < 9.6510975,24.5725725 > 24.76 < 22.232327499999997,3.2780522249999997 > 3.2528 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,16:08:00,60CAT0212P,250900344,5,10.6670025 > 10.59 < 9.6510975,24.5725725 > 24.76 < 22.232327499999997,3.2780522249999997 > 3.2528 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,16:12:41,60CAT0212P,250900344,5,10.6670025 > 10.27 < 9.6510975,24.5725725 > 24.0 < 22.232327499999997,3.2780522249999997 > 3.188 < 2.965856775,31.650150000000004 > 30.4 < 28.635849999999998
2025/09/26,16:14:51,60CAT0212P,250900345,5,10.6670025 > 10.29 < 9.6510975,24.5725725 > 23.66 < 22.232327499999997,3.2780522249999997 > 3.178 < 2.965856775,31.650150000000004 > 29.7 < 28.635849999999998
2025/09/26,16:17:28,60CAT0212P,250900346,5,10.6670025 > 10.38 < 9.6510975,24.5725725 > 23.64 < 22.232327499999997,3.2780522249999997 > 3.1618 < 2.965856775,31.650150000000004 > 30.6 < 28.635849999999998
2025/09/26,16:20:41,60CAT0212P,250900347,5,10.6670025 > 10.43 < 9.6510975,24.5725725 > 24.59 < 22.232327499999997,3.2780522249999997 > 3.1976 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,16:31:35,60CAT0212P,250900347,5,10.6670025 > 10.38 < 9.6510975,24.5725725 > 23.52 < 22.232327499999997,3.2780522249999997 > 3.1496 < 2.965856775,31.650150000000004 > 29.8 < 28.635849999999998
2025/09/26,16:34:02,60CAT0212P,250900348,5,10.6670025 > 10.47 < 9.6510975,24.5725725 > 24.18 < 22.232327499999997,3.2780522249999997 > 3.1574 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,16:36:18,60CAT0212P,250900349,5,10.6670025 > 10.39 < 9.6510975,24.5725725 > 24.1 < 22.232327499999997,3.2780522249999997 > 3.2002 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:36:18,60CAT0212P,250900349,5,10.6670025 > 10.39 < 9.6510975,24.5725725 > 24.1 < 22.232327499999997,3.2780522249999997 > 3.2002 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:38:27,60CAT0212P,250900350,5,10.6670025 > 10.41 < 9.6510975,24.5725725 > 23.89 < 22.232327499999997,3.2780522249999997 > 3.1564 < 2.965856775,31.650150000000004 > 30.1 < 28.635849999999998
2025/09/26,16:40:40,60CAT0212P,250900351,5,10.6670025 > 10.37 < 9.6510975,24.5725725 > 23.77 < 22.232327499999997,3.2780522249999997 > 3.1284 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:40:40,60CAT0212P,250900351,5,10.6670025 > 10.37 < 9.6510975,24.5725725 > 23.77 < 22.232327499999997,3.2780522249999997 > 3.1284 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:44:01,60CAT0212P,250900352,5,10.6670025 > 10.35 < 9.6510975,24.5725725 > 23.98 < 22.232327499999997,3.2780522249999997 > 3.1109 < 2.965856775,31.650150000000004 > 30.2 < 28.635849999999998
2025/09/26,16:47:03,60CAT0212P,250900353,5,10.6670025 > 10.12 < 9.6510975,24.5725725 > 23.02 < 22.232327499999997,3.2780522249999997 > 3.1015 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:47:03,60CAT0212P,250900353,5,10.6670025 > 10.12 < 9.6510975,24.5725725 > 23.02 < 22.232327499999997,3.2780522249999997 > 3.1015 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:51:17,60CAT0212P,250900354,5,10.6670025 > 10.06 < 9.6510975,24.5725725 > 23.34 < 22.232327499999997,3.2780522249999997 > 3.1148 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:51:17,60CAT0212P,250900354,5,10.6670025 > 10.06 < 9.6510975,24.5725725 > 23.34 < 22.232327499999997,3.2780522249999997 > 3.1148 < 2.965856775,31.650150000000004 > 29.9 < 28.635849999999998
2025/09/26,16:55:58,60CAT0212P,250900355,5,10.6670025 > 10.26 < 9.6510975,24.5725725 > 23.58 < 22.232327499999997,3.2780522249999997 > 3.105 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,16:55:58,60CAT0212P,250900355,5,10.6670025 > 10.26 < 9.6510975,24.5725725 > 23.58 < 22.232327499999997,3.2780522249999997 > 3.105 < 2.965856775,31.650150000000004 > 30.0 < 28.635849999999998
2025/09/26,17:04:33,60CAT0212P,250900356,5,10.6670025 > 10.21 < 9.6510975,24.5725725 > 23.31 < 22.232327499999997,3.2780522249999997 > 3.0756 < 2.965856775,31.650150000000004 > 29.3 < 28.635849999999998
2025/09/26,17:06:50,60CAT0212P,250900357,5,10.6670025 > 10.27 < 9.6510975,24.5725725 > 24.05 < 22.232327499999997,3.2780522249999997 > 3.1319 < 2.965856775,31.650150000000004 > 29.1 < 28.635849999999998
2025/09/26,17:06:50,60CAT0212P,250900357,5,10.6670025 > 10.27 < 9.6510975,24.5725725 > 24.05 < 22.232327499999997,3.2780522249999997 > 3.1319 < 2.965856775,31.650150000000004 > 29.1 < 28.635849999999998
2025/09/26,18:12:50,60CAT0212P,250900376,5,10.745909999999999 > 10.37 < 9.722489999999997,24.7703925 > 23.44 < 22.4113075,3.303437550000001 > 3.2051 < 2.98882445,31.603424999999998 > 30.0 < 28.593574999999998
2025/09/29,08:18:57,60CAT0212P,250900377,5,10.745909999999999 > 10.44 < 9.722489999999997,24.7703925 > 23.81 < 22.4113075,3.303437550000001 > 3.1767 < 2.98882445,31.603424999999998 > 30.3 < 28.593574999999998
2025/09/29,08:22:36,60CAT0212P,250900378,5,10.745909999999999 > 10.14 < 9.722489999999997,24.7703925 > 23.39 < 22.4113075,3.303437550000001 > 3.1518 < 2.98882445,31.603424999999998 > 30.0 < 28.593574999999998
2025/09/29,08:24:41,60CAT0212P,250900379,5,10.745909999999999 > 10.16 < 9.722489999999997,24.7703925 > 23.79 < 22.4113075,3.303437550000001 > 3.1788 < 2.98882445,31.603424999999998 > 29.3 < 28.593574999999998
2025/09/29,08:24:41,60CAT0212P,250900379,5,10.745909999999999 > 10.16 < 9.722489999999997,24.7703925 > 23.79 < 22.4113075,3.303437550000001 > 3.1788 < 2.98882445,31.603424999999998 > 29.3 < 28.593574999999998
2025/09/29,08:27:11,60CAT0212P,250900380,5,10.745909999999999 > 10.27 < 9.722489999999997,24.7703925 > 23.13 < 22.4113075,3.303437550000001 > 3.1292 < 2.98882445,31.603424999999998 > 30.7 < 28.593574999999998
2025/09/29,08:27:11,60CAT0212P,250900380,5,10.745909999999999 > 10.27 < 9.722489999999997,24.7703925 > 23.13 < 22.4113075,3.303437550000001 > 3.1292 < 2.98882445,31.603424999999998 > 30.7 < 28.593574999999998
2025/09/29,08:27:11,60CAT0212P,250900380,5,10.745909999999999 > 10.27 < 9.722489999999997,24.7703925 > 23.13 < 22.4113075,3.303437550000001 > 3.1292 < 2.98882445,31.603424999999998 > 30.7 < 28.593574999999998
2025/09/29,08:33:41,60CAT0212P,250900381,5,10.745909999999999 > 10.27 < 9.722489999999997,24.7703925 > 23.32 < 22.4113075,3.303437550000001 > 3.157 < 2.98882445,31.603424999999998 > 30.2 < 28.593574999999998
2025/09/29,08:36:01,60CAT0212P,250900382,5,10.745909999999999 > 10.32 < 9.722489999999997,24.7703925 > 24.12 < 22.4113075,3.303437550000001 > 3.1927 < 2.98882445,31.603424999999998 > 30.3 < 28.593574999999998
2025/09/29,08:38:41,60CAT0212P,250900383,5,10.745909999999999 > 10.32 < 9.722489999999997,24.7703925 > 23.96 < 22.4113075,3.303437550000001 > 3.1763 < 2.98882445,31.603424999999998 > 29.7 < 28.593574999999998
2025/09/29,08:38:41,60CAT0212P,250900383,5,10.745909999999999 > 10.32 < 9.722489999999997,24.7703925 > 23.96 < 22.4113075,3.303437550000001 > 3.1763 < 2.98882445,31.603424999999998 > 29.7 < 28.593574999999998
2025/09/29,08:45:37,60CAT0212P,250900384,5,10.745909999999999 > 10.27 < 9.722489999999997,24.7703925 > 23.51 < 22.4113075,3.303437550000001 > 3.1968 < 2.98882445,31.603424999999998 > 30.3 < 28.593574999999998
2025/09/29,08:48:19,60CAT0212P,250900385,5,10.745909999999999 > 10.28 < 9.722489999999997,24.7703925 > 23.55 < 22.4113075,3.303437550000001 > 3.1576 < 2.98882445,31.603424999999998 > 29.6 < 28.593574999999998
2025/09/29,08:48:19,60CAT0212P,250900385,5,10.745909999999999 > 10.28 < 9.722489999999997,24.7703925 > 23.55 < 22.4113075,3.303437550000001 > 3.1576 < 2.98882445,31.603424999999998 > 29.6 < 28.593574999999998
2025/09/29,08:51:33,60CAT0212P,250900386,5,10.745909999999999 > 10.36 < 9.722489999999997,24.7703925 > 23.66 < 22.4113075,3.303437550000001 > 3.1392 < 2.98882445,31.603424999999998 > 29.5 < 28.593574999999998
2025/09/29,08:54:37,60CAT0212P,250900387,5,10.745909999999999 > 10.25 < 9.722489999999997,24.7703925 > 23.78 < 22.4113075,3.303437550000001 > 3.1623 < 2.98882445,31.603424999999998 > 30.5 < 28.593574999999998
2025/09/29,08:54:37,60CAT0212P,250900387,5,10.745909999999999 > 10.25 < 9.722489999999997,24.7703925 > 23.78 < 22.4113075,3.303437550000001 > 3.1623 < 2.98882445,31.603424999999998 > 30.5 < 28.593574999999998
2025/09/29,08:56:35,60CAT0212P,250900388,5,10.745909999999999 > 10.26 < 9.722489999999997,24.7703925 > 23.31 < 22.4113075,3.303437550000001 > 3.1283 < 2.98882445,31.603424999999998 > 30.7 < 28.593574999999998
2025/09/29,08:56:35,60CAT0212P,250900388,5,10.745909999999999 > 10.26 < 9.722489999999997,24.7703925 > 23.31 < 22.4113075,3.303437550000001 > 3.1283 < 2.98882445,31.603424999999998 > 30.7 < 28.593574999999998
2025/09/29,08:58:50,60CAT0212P,250900389,5,10.745909999999999 > 10.48 < 9.722489999999997,24.7703925 > 24.0 < 22.4113075,3.303437550000001 > 3.1875 < 2.98882445,31.603424999999998 > 30.1 < 28.593574999999998
2025/09/29,09:01:47,60CAT0212P,250900390,5,10.745909999999999 > 10.23 < 9.722489999999997,24.7703925 > 23.16 < 22.4113075,3.303437550000001 > 3.1186 < 2.98882445,31.603424999999998 > 29.5 < 28.593574999999998
2025/09/29,09:03:46,60CAT0212P,250900391,5,10.745909999999999 > 10.41 < 9.722489999999997,24.7703925 > 23.84 < 22.4113075,3.303437550000001 > 3.2309 < 2.98882445,31.603424999999998 > 30.7 < 28.593574999999998
2025/09/29,09:09:32,60CAT0212P,250900392,5,10.745909999999999 > 10.4 < 9.722489999999997,24.7703925 > 23.98 < 22.4113075,3.303437550000001 > 3.143 < 2.98882445,31.603424999999998 > 29.8 < 28.593574999999998
2025/09/29,09:09:32,60CAT0212P,250900392,5,10.745909999999999 > 10.4 < 9.722489999999997,24.7703925 > 23.98 < 22.4113075,3.303437550000001 > 3.143 < 2.98882445,31.603424999999998 > 29.8 < 28.593574999999998
2025/09/29,09:11:39,60CAT0212P,250900393,5,10.745909999999999 > 10.32 < 9.722489999999997,24.7703925 > 24.04 < 22.4113075,3.303437550000001 > 3.152 < 2.98882445,31.603424999999998 > 31.0 < 28.593574999999998
2025/09/29,09:11:39,60CAT0212P,250900393,5,10.745909999999999 > 10.32 < 9.722489999999997,24.7703925 > 24.04 < 22.4113075,3.303437550000001 > 3.152 < 2.98882445,31.603424999999998 > 31.0 < 28.593574999999998
2025/09/29,09:13:47,60CAT0212P,250900394,5,10.745909999999999 > 10.43 < 9.722489999999997,24.7703925 > 23.57 < 22.4113075,3.303437550000001 > 3.1759 < 2.98882445,31.603424999999998 > 30.2 < 28.593574999999998
2025/09/29,09:13:47,60CAT0212P,250900394,5,10.745909999999999 > 10.43 < 9.722489999999997,24.7703925 > 23.57 < 22.4113075,3.303437550000001 > 3.1759 < 2.98882445,31.603424999999998 > 30.2 < 28.593574999999998
2025/09/29,09:16:58,60CAT0212P,250900395,5,10.745909999999999 > 10.12 < 9.722489999999997,24.7703925 > 23.74 < 22.4113075,3.303437550000001 > 3.1918 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,09:16:58,60CAT0212P,250900395,5,10.745909999999999 > 10.12 < 9.722489999999997,24.7703925 > 23.74 < 22.4113075,3.303437550000001 > 3.1918 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,09:16:58,60CAT0212P,250900395,5,10.745909999999999 > 10.12 < 9.722489999999997,24.7703925 > 23.74 < 22.4113075,3.303437550000001 > 3.1918 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,09:16:58,60CAT0212P,250900395,5,10.745909999999999 > 10.12 < 9.722489999999997,24.7703925 > 23.74 < 22.4113075,3.303437550000001 > 3.1918 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,09:27:07,60CAT0212P,250900396,5,10.745909999999999 > 10.19 < 9.722489999999997,24.7703925 > 23.49 < 22.4113075,3.303437550000001 > 3.1727 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,09:27:07,60CAT0212P,250900396,5,10.745909999999999 > 10.19 < 9.722489999999997,24.7703925 > 23.49 < 22.4113075,3.303437550000001 > 3.1727 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,09:30:04,60CAT0212P,250900397,5,10.745909999999999 > 10.14 < 9.722489999999997,24.7703925 > 23.71 < 22.4113075,3.303437550000001 > 3.1063 < 2.98882445,31.603424999999998 > 30.5 < 28.593574999999998
2025/09/29,09:30:04,60CAT0212P,250900397,5,10.745909999999999 > 10.14 < 9.722489999999997,24.7703925 > 23.71 < 22.4113075,3.303437550000001 > 3.1063 < 2.98882445,31.603424999999998 > 30.5 < 28.593574999999998
2025/09/29,09:32:33,60CAT0212P,250900398,5,10.745909999999999 > 10.18 < 9.722489999999997,24.7703925 > 23.54 < 22.4113075,3.303437550000001 > 3.2026 < 2.98882445,31.603424999999998 > 30.4 < 28.593574999999998
2025/09/29,09:32:33,60CAT0212P,250900398,5,10.745909999999999 > 10.18 < 9.722489999999997,24.7703925 > 23.54 < 22.4113075,3.303437550000001 > 3.2026 < 2.98882445,31.603424999999998 > 30.4 < 28.593574999999998
2025/09/29,09:34:31,60CAT0212P,250900399,5,10.745909999999999 > 10.11 < 9.722489999999997,24.7703925 > 23.15 < 22.4113075,3.303437550000001 > 3.141 < 2.98882445,31.603424999999998 > 29.8 < 28.593574999999998
2025/09/29,09:34:31,60CAT0212P,250900399,5,10.745909999999999 > 10.11 < 9.722489999999997,24.7703925 > 23.15 < 22.4113075,3.303437550000001 > 3.141 < 2.98882445,31.603424999999998 > 29.8 < 28.593574999999998
2025/09/29,09:36:49,60CAT0212P,250900400,5,10.745909999999999 > 10.16 < 9.722489999999997,24.7703925 > 23.65 < 22.4113075,3.303437550000001 > 3.1069 < 2.98882445,31.603424999999998 > 29.7 < 28.593574999999998
2025/09/29,09:36:49,60CAT0212P,250900400,5,10.745909999999999 > 10.16 < 9.722489999999997,24.7703925 > 23.65 < 22.4113075,3.303437550000001 > 3.1069 < 2.98882445,31.603424999999998 > 29.7 < 28.593574999999998
2025/09/29,09:36:49,60CAT0212P,250900400,5,10.745909999999999 > 10.16 < 9.722489999999997,24.7703925 > 23.65 < 22.4113075,3.303437550000001 > 3.1069 < 2.98882445,31.603424999999998 > 29.7 < 28.593574999999998
2025/09/29,09:36:49,60CAT0212P,250900400,5,10.745909999999999 > 10.16 < 9.722489999999997,24.7703925 > 23.65 < 22.4113075,3.303437550000001 > 3.1069 < 2.98882445,31.603424999999998 > 29.7 < 28.593574999999998
2025/09/29,09:43:48,60CAT0212P,250900401,5,10.745909999999999 > 9.96 < 9.722489999999997,24.7703925 > 22.69 < 22.4113075,3.303437550000001 > 3.0637 < 2.98882445,31.603424999999998 > 29.7 < 28.593574999999998
2025/09/29,09:43:48,60CAT0212P,250900401,5,10.745909999999999 > 9.96 < 9.722489999999997,24.7703925 > 22.69 < 22.4113075,3.303437550000001 > 3.0637 < 2.98882445,31.603424999999998 > 29.7 < 28.593574999999998
2025/09/29,09:46:51,60CAT0212P,250900402,5,10.745909999999999 > 10.43 < 9.722489999999997,24.7703925 > 24.05 < 22.4113075,3.303437550000001 > 3.1888 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,09:49:22,60CAT0212P,250900403,5,10.745909999999999 > 10.14 < 9.722489999999997,24.7703925 > 23.11 < 22.4113075,3.303437550000001 > 3.1425 < 2.98882445,31.603424999999998 > 29.6 < 28.593574999999998
2025/09/29,09:53:29,60CAT0212P,250900404,5,10.745909999999999 > 10.1 < 9.722489999999997,24.7703925 > 23.1 < 22.4113075,3.303437550000001 > 3.11 < 2.98882445,31.603424999999998 > 29.6 < 28.593574999999998
2025/09/29,09:53:29,60CAT0212P,250900404,5,10.745909999999999 > 10.1 < 9.722489999999997,24.7703925 > 23.1 < 22.4113075,3.303437550000001 > 3.11 < 2.98882445,31.603424999999998 > 29.6 < 28.593574999999998
2025/09/29,09:57:07,60CAT0212P,250900405,5,10.745909999999999 > 10.08 < 9.722489999999997,24.7703925 > 23.13 < 22.4113075,3.303437550000001 > 3.1256 < 2.98882445,31.603424999999998 > 29.8 < 28.593574999999998
2025/09/29,09:57:07,60CAT0212P,250900405,5,10.745909999999999 > 10.08 < 9.722489999999997,24.7703925 > 23.13 < 22.4113075,3.303437550000001 > 3.1256 < 2.98882445,31.603424999999998 > 29.8 < 28.593574999999998
2025/09/29,09:59:18,60CAT0212P,250900406,5,10.745909999999999 > 10.09 < 9.722489999999997,24.7703925 > 23.2 < 22.4113075,3.303437550000001 > 3.0991 < 2.98882445,31.603424999999998 > 30.1 < 28.593574999999998
2025/09/29,09:59:18,60CAT0212P,250900406,5,10.745909999999999 > 10.09 < 9.722489999999997,24.7703925 > 23.2 < 22.4113075,3.303437550000001 > 3.0991 < 2.98882445,31.603424999999998 > 30.1 < 28.593574999999998
2025/09/29,10:01:31,60CAT0212P,250900407,5,10.745909999999999 > 10.23 < 9.722489999999997,24.7703925 > 23.64 < 22.4113075,3.303437550000001 > 3.1209 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,10:01:31,60CAT0212P,250900407,5,10.745909999999999 > 10.23 < 9.722489999999997,24.7703925 > 23.64 < 22.4113075,3.303437550000001 > 3.1209 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,10:01:31,60CAT0212P,250900407,5,10.745909999999999 > 10.23 < 9.722489999999997,24.7703925 > 23.64 < 22.4113075,3.303437550000001 > 3.1209 < 2.98882445,31.603424999999998 > 29.9 < 28.593574999999998
2025/09/29,10:04:14,60CAT0212P,250900408,5,10.745909999999999 > 10.4 < 9.722489999999997,24.7703925 > 23.94 < 22.4113075,3.303437550000001 > 3.1487 < 2.98882445,31.603424999999998 > 30.3 < 28.593574999999998
2025/09/29,10:04:14,60CAT0212P,250900408,5,10.745909999999999 > 10.4 < 9.722489999999997,24.7703925 > 23.94 < 22.4113075,3.303437550000001 > 3.1487 < 2.98882445,31.603424999999998 > 30.3 < 28.593574999999998
2025/09/29,10:06:12,60CAT0212P,250900409,5,10.745909999999999 > 10.1 < 9.722489999999997,24.7703925 > 23.21 < 22.4113075,3.303437550000001 > 3.1155 < 2.98882445,31.603424999999998 > 30.2 < 28.593574999999998
2025/09/29,10:06:12,60CAT0212P,250900409,5,10.745909999999999 > 10.1 < 9.722489999999997,24.7703925 > 23.21 < 22.4113075,3.303437550000001 > 3.1155 < 2.98882445,31.603424999999998 > 30.2 < 28.593574999999998
2025/09/29,14:40:01,60CAT0213P,250901081,5,11.148060000000001 > 10.74 < 10.08634,25.824855 > 26.1 < 23.365344999999998,3.4343310750000002 > 3.3263 < 3.107251925,33.097049999999996 > 31.5 < 29.94494999999999
2025/09/29,14:40:01,60CAT0213P,250901081,5,11.148060000000001 > 10.74 < 10.08634,25.824855 > 26.1 < 23.365344999999998,3.4343310750000002 > 3.3263 < 3.107251925,33.097049999999996 > 31.5 < 29.94494999999999
2025/09/29,14:40:01,60CAT0213P,250901081,5,11.148060000000001 > 10.74 < 10.08634,25.824855 > 26.1 < 23.365344999999998,3.4343310750000002 > 3.3263 < 3.107251925,33.097049999999996 > 31.5 < 29.94494999999999
2025/09/29,14:47:22,60CAT0213P,250901081,5,11.148060000000001 > 10.56 < 10.08634,25.824855 > 25.07 < 23.365344999999998,3.4343310750000002 > 3.3181 < 3.107251925,33.097049999999996 > 32.0 < 29.94494999999999
2025/09/29,14:47:22,60CAT0213P,250901081,5,11.148060000000001 > 10.56 < 10.08634,25.824855 > 25.07 < 23.365344999999998,3.4343310750000002 > 3.3181 < 3.107251925,33.097049999999996 > 32.0 < 29.94494999999999
2025/09/29,14:50:37,60CAT0213P,250901082,5,11.148060000000001 > 10.62 < 10.08634,25.824855 > 25.45 < 23.365344999999998,3.4343310750000002 > 3.328 < 3.107251925,33.097049999999996 > 31.0 < 29.94494999999999
2025/09/29,14:53:35,60CAT0213P,250901083,5,11.148060000000001 > 10.68 < 10.08634,25.824855 > 25.35 < 23.365344999999998,3.4343310750000002 > 3.3551 < 3.107251925,33.097049999999996 > 31.0 < 29.94494999999999
2025/09/29,14:53:35,60CAT0213P,250901083,5,11.148060000000001 > 10.68 < 10.08634,25.824855 > 25.35 < 23.365344999999998,3.4343310750000002 > 3.3551 < 3.107251925,33.097049999999996 > 31.0 < 29.94494999999999
2025/09/29,14:53:35,60CAT0213P,250901083,5,11.148060000000001 > 10.68 < 10.08634,25.824855 > 25.35 < 23.365344999999998,3.4343310750000002 > 3.3551 < 3.107251925,33.097049999999996 > 31.0 < 29.94494999999999
2025/09/29,15:02:49,60CAT0213P,250901084,5,11.148060000000001 > 10.58 < 10.08634,25.824855 > 25.42 < 23.365344999999998,3.4343310750000002 > 3.3189 < 3.107251925,33.097049999999996 > 31.3 < 29.94494999999999
2025/09/29,15:05:01,60CAT0213P,250901085,5,11.148060000000001 > 10.54 < 10.08634,25.824855 > 25.14 < 23.365344999999998,3.4343310750000002 > 3.3019 < 3.107251925,33.097049999999996 > 31.7 < 29.94494999999999
2025/09/29,15:05:01,60CAT0213P,250901085,5,11.148060000000001 > 10.54 < 10.08634,25.824855 > 25.14 < 23.365344999999998,3.4343310750000002 > 3.3019 < 3.107251925,33.097049999999996 > 31.7 < 29.94494999999999
2025/09/29,15:07:57,60CAT0213P,250901086,5,11.148060000000001 > 10.73 < 10.08634,25.824855 > 25.27 < 23.365344999999998,3.4343310750000002 > 3.3215 < 3.107251925,33.097049999999996 > 32.5 < 29.94494999999999
2025/09/29,15:07:57,60CAT0213P,250901086,5,11.148060000000001 > 10.73 < 10.08634,25.824855 > 25.27 < 23.365344999999998,3.4343310750000002 > 3.3215 < 3.107251925,33.097049999999996 > 32.5 < 29.94494999999999
2025/09/29,15:12:37,60CAT0213P,250901087,5,11.148060000000001 > 10.58 < 10.08634,25.824855 > 24.8 < 23.365344999999998,3.4343310750000002 > 3.3049 < 3.107251925,33.097049999999996 > 30.9 < 29.94494999999999
2025/09/29,15:14:48,60CAT0213P,250901088,5,11.148060000000001 > 10.58 < 10.08634,25.824855 > 25.33 < 23.365344999999998,3.4343310750000002 > 3.3416 < 3.107251925,33.097049999999996 > 31.1 < 29.94494999999999
2025/09/29,15:17:29,60CAT0213P,250901089,5,11.148060000000001 > 10.63 < 10.08634,25.824855 > 25.54 < 23.365344999999998,3.4343310750000002 > 3.3135 < 3.107251925,33.097049999999996 > 30.8 < 29.94494999999999
2025/09/29,15:17:29,60CAT0213P,250901089,5,11.148060000000001 > 10.63 < 10.08634,25.824855 > 25.54 < 23.365344999999998,3.4343310750000002 > 3.3135 < 3.107251925,33.097049999999996 > 30.8 < 29.94494999999999
2025/09/29,15:19:36,60CAT0213P,250901090,5,11.148060000000001 > 10.51 < 10.08634,25.824855 > 24.77 < 23.365344999999998,3.4343310750000002 > 3.2319 < 3.107251925,33.097049999999996 > 31.4 < 29.94494999999999
2025/09/29,15:19:36,60CAT0213P,250901090,5,11.148060000000001 > 10.51 < 10.08634,25.824855 > 24.77 < 23.365344999999998,3.4343310750000002 > 3.2319 < 3.107251925,33.097049999999996 > 31.4 < 29.94494999999999
2025/09/29,15:22:25,60CAT0213P,250901091,5,11.148060000000001 > 10.56 < 10.08634,25.824855 > 24.84 < 23.365344999999998,3.4343310750000002 > 3.2122 < 3.107251925,33.097049999999996 > 32.1 < 29.94494999999999
2025/09/29,15:22:25,60CAT0213P,250901091,5,11.148060000000001 > 10.56 < 10.08634,25.824855 > 24.84 < 23.365344999999998,3.4343310750000002 > 3.2122 < 3.107251925,33.097049999999996 > 32.1 < 29.94494999999999
2025/09/29,15:24:29,60CAT0213P,250901092,5,11.148060000000001 > 10.65 < 10.08634,25.824855 > 25.33 < 23.365344999999998,3.4343310750000002 > 3.2706 < 3.107251925,33.097049999999996 > 30.9 < 29.94494999999999
2025/09/29,15:24:29,60CAT0213P,250901092,5,11.148060000000001 > 10.65 < 10.08634,25.824855 > 25.33 < 23.365344999999998,3.4343310750000002 > 3.2706 < 3.107251925,33.097049999999996 > 30.9 < 29.94494999999999
2025/09/29,15:26:44,60CAT0213P,250901093,5,11.148060000000001 > 10.47 < 10.08634,25.824855 > 24.55 < 23.365344999999998,3.4343310750000002 > 3.2098 < 3.107251925,33.097049999999996 > 32.2 < 29.94494999999999
2025/09/29,15:28:48,60CAT0213P,250901094,5,11.148060000000001 > 10.6 < 10.08634,25.824855 > 25.03 < 23.365344999999998,3.4343310750000002 > 3.3235 < 3.107251925,33.097049999999996 > 30.9 < 29.94494999999999
2025/09/29,15:33:03,60CAT0213P,250901095,5,11.148060000000001 > 10.57 < 10.08634,25.824855 > 25.04 < 23.365344999999998,3.4343310750000002 > 3.2407 < 3.107251925,33.097049999999996 > 31.2 < 29.94494999999999
2025/09/29,15:35:15,60CAT0213P,250901096,5,11.148060000000001 > 10.66 < 10.08634,25.824855 > 25.44 < 23.365344999999998,3.4343310750000002 > 3.2678 < 3.107251925,33.097049999999996 > 30.9 < 29.94494999999999
2025/09/29,15:35:15,60CAT0213P,250901096,5,11.148060000000001 > 10.66 < 10.08634,25.824855 > 25.44 < 23.365344999999998,3.4343310750000002 > 3.2678 < 3.107251925,33.097049999999996 > 30.9 < 29.94494999999999
2025/09/29,15:38:03,60CAT0213P,250901097,5,11.148060000000001 > 10.24 < 10.08634,25.824855 > 24.84 < 23.365344999999998,3.4343310750000002 > 3.2217 < 3.107251925,33.097049999999996 > 31.8 < 29.94494999999999
2025/09/29,15:38:03,60CAT0213P,250901097,5,11.148060000000001 > 10.24 < 10.08634,25.824855 > 24.84 < 23.365344999999998,3.4343310750000002 > 3.2217 < 3.107251925,33.097049999999996 > 31.8 < 29.94494999999999
